辞書,文境界,書字形（＝表層形）,語彙素,語彙素読み,品詞,活用型,活用形,発音形出現形,仮名形出現形,語種,書字形(基本形),語形(基本形),語彙素ID
,I,です,です,デス,助動詞,助動詞-デス,終止形-一般,デス,デス,和,です,デス,25653
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,防災,防災,ボウサイ,名詞-普通名詞-一般,,,ボーサイ,ボウサイ,漢,防災,ボウサイ,35064
,I,体制,体制,タイセイ,名詞-普通名詞-一般,,,タイセー,タイセイ,漢,体制,タイセイ,21825
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,抜本,抜本,バッポン,名詞-普通名詞-一般,,,バッポン,バッポン,漢,抜本,バッポン,30709
,I,的,的,テキ,接尾辞-形状詞的,,,テキ,テキ,漢,的,テキ,25076
,I,強化,強化,キョウカ,名詞-普通名詞-サ変可能,,,キョーカ,キョウカ,漢,強化,キョウカ,9167
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,図る,図る,ハカル,動詞-一般,五段-ラ行,終止形-一般,ハカル,ハカル,和,図る,ハカル,29531
,I,べく,べし,ベシ,助動詞,文語助動詞-ベシ,連用形-一般,ベク,ベク,和,べし,ベシ,34137
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,来,来,ライ,接頭辞,,,ライ,ライ,漢,来,ライ,39575
,I,年度,年度,ネンド,名詞-普通名詞-一般,,,ネンド,ネンド,漢,年度,ネンド,28969
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,防災,防災,ボウサイ,名詞-普通名詞-一般,,,ボーサイ,ボウサイ,漢,防災,ボウサイ,35064
,I,庁,庁,チョウ,接尾辞-名詞的-一般,,,チョー,チョウ,漢,庁,チョウ,23939
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,設立,設立,セツリツ,名詞-普通名詞-サ変可能,,,セツリツ,セツリツ,漢,設立,セツリツ,20286
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,向け,向ける,ムケル,動詞-一般,下一段-カ行,連用形-一般,ムケ,ムケ,和,向ける,ムケル,88132
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,準備,準備,ジュンビ,名詞-普通名詞-サ変可能,,,ジュンビ,ジュンビ,漢,準備,ジュンビ,18437
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,加速,加速,カソク,名詞-普通名詞-サ変可能,,,カソク,カソク,漢,加速,カソク,6584
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,あわせ,合わせる,アワセル,動詞-一般,下一段-サ行,連用形-一般,アワセ,アワセ,和,あわせる,アワセル,1303
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,国,国,クニ,名詞-普通名詞-一般,,,クニ,クニ,和,国,クニ,10282
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,自治,自治,ジチ,名詞-普通名詞-一般,,,ジチ,ジチ,漢,自治,ジチ,17918
,I,体,体,タイ,名詞-普通名詞-助数詞可能,,,タイ,タイ,漢,体,タイ,21657
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,よる,因る,ヨル,動詞-一般,五段-ラ行,連体形-一般,ヨル,ヨル,和,よる,ヨル,39521
,I,シミュレーション,シミュレーション-simulation,シミュレーション,名詞-普通名詞-サ変可能,,,シミュレーション,シミュレーション,外,シミュレーション,シミュレーション,15768
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,より,因る,ヨル,動詞-一般,五段-ラ行,連用形-一般,ヨリ,ヨリ,和,よる,ヨル,39521
,I,リスク,リスク-risk,リスク,名詞-普通名詞-一般,,,リスク,リスク,外,リスク,リスク,39979
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,総,総,ソウ,接頭辞,,,ソー,ソウ,漢,総,ソウ,20947
,I,点検,点検,テンケン,名詞-普通名詞-サ変可能,,,テンケン,テンケン,漢,点検,テンケン,25376
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,デジタル,デジタル-digital,デジタル,名詞-普通名詞-形状詞可能,,,デジタル,デジタル,外,デジタル,デジタル,25647
,I,技術,技術,ギジュツ,名詞-普通名詞-一般,,,ギジュツ,ギジュツ,漢,技術,ギジュツ,9798
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,衛星,衛星,エイセイ,名詞-普通名詞-一般,,,エーセー,エイセイ,漢,衛星,エイセイ,3675
,I,情報,情報,ジョウホウ,名詞-普通名詞-一般,,,ジョーホー,ジョウホウ,漢,情報,ジョウホウ,18630
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,電磁,電磁,デンジ,名詞-普通名詞-一般,,,デンジ,デンジ,漢,電磁,デンジ,25773
,I,波,波,ハ,接尾辞-名詞的-一般,,,ハ,ハ,漢,波,ハ,29327
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,ドローン,ドローン-drone,ドローン,名詞-普通名詞-一般,,,ドローン,ドローン,外,ドローン,ドローン,138952
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,活用,活用,カツヨウ,名詞-普通名詞-サ変可能,,,カツヨー,カツヨウ,漢,活用,カツヨウ,6817
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ながら,ながら,ナガラ,助詞-接続助詞,,,ナガラ,ナガラ,和,ながら,ナガラ,27743
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,防災,防災,ボウサイ,名詞-普通名詞-一般,,,ボーサイ,ボウサイ,漢,防災,ボウサイ,35064
,I,インフラ,インフラ-infrastructure,インフラ,名詞-普通名詞-一般,,,インフラ,インフラ,外,インフラ,インフラ,120768
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,老朽,老朽,ロウキュウ,名詞-普通名詞-サ変可能,,,ローキュー,ロウキュウ,漢,老朽,ロウキュウ,40872
,I,化,化,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,インフラ,インフラ-infrastructure,インフラ,名詞-普通名詞-一般,,,インフラ,インフラ,外,インフラ,インフラ,120768
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,整備,整備,セイビ,名詞-普通名詞-サ変可能,,,セービ,セイビ,漢,整備,セイビ,19972
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,保全,保全,ホゼン,名詞-普通名詞-サ変可能,,,ホゼン,ホゼン,漢,保全,ホゼン,34698
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,始め,始める,ハジメル,動詞-非自立可能,下一段-マ行,連用形-一般,ハジメ,ハジメ,和,始める,ハジメル,29733
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,ハード,ハード-hard,ハード,名詞-普通名詞-形状詞可能,,,ハード,ハード,外,ハード,ハード,30489
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,ソフト,ソフト-soft,ソフト,名詞-普通名詞-形状詞可能,,,ソフト,ソフト,外,ソフト,ソフト,21416
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,両面,両面,リョウメン,名詞-普通名詞-一般,,,リョーメン,リョウメン,漢,両面,リョウメン,40312
,I,で,で,デ,助詞-格助詞,,,デ,デ,和,で,デ,25518
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,事前,事前,ジゼン,名詞-普通名詞-一般,,,ジゼン,ジゼン,漢,事前,ジゼン,17895
,I,防災,防災,ボウサイ,名詞-普通名詞-一般,,,ボーサイ,ボウサイ,漢,防災,ボウサイ,35064
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,予防,予防,ヨボウ,名詞-普通名詞-サ変可能,,,ヨボー,ヨボウ,漢,予防,ヨボウ,39452
,I,保全,保全,ホゼン,名詞-普通名詞-サ変可能,,,ホゼン,ホゼン,漢,保全,ホゼン,34698
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,徹底,徹底,テッテイ,名詞-普通名詞-サ変可能,,,テッテー,テッテイ,漢,徹底,テッテイ,25178
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,自然,自然,シゼン,名詞-普通名詞-一般,,,シゼン,シゼン,漢,自然,シゼン,15379
,I,災害,災害,サイガイ,名詞-普通名詞-一般,,,サイガイ,サイガイ,漢,災害,サイガイ,13666
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,頻発,頻発,ヒンパツ,名詞-普通名詞-サ変可能,,,ヒンパツ,ヒンパツ,漢,頻発,ヒンパツ,31960
,I,化,化,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,激甚,激甚,ゲキジン,名詞-普通名詞-形状詞可能,,,ゲキジン,ゲキジン,漢,激甚,ゲキジン,11510
,I,化,化,カ,接尾辞-名詞的-サ変可能,,,カ,カ,漢,化,カ,5577
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,対し,対する,タイスル,動詞-一般,サ行変格,連用形-一般,タイシ,タイシ,混,対する,タイスル,21823
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,予測,予測,ヨソク,名詞-普通名詞-サ変可能,,,ヨソク,ヨソク,漢,予測,ヨソク,39363
,I,技術,技術,ギジュツ,名詞-普通名詞-一般,,,ギジュツ,ギジュツ,漢,技術,ギジュツ,9798
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,向上,向上,コウジョウ,名詞-普通名詞-サ変可能,,,コージョー,コウジョウ,漢,向上,コウジョウ,12142
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,踏まえ,踏まえる,フマエル,動詞-一般,下一段-ア行,連用形-一般,フマエ,フマエ,和,踏まえる,フマエル,32991
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,洪水,洪水,コウズイ,名詞-普通名詞-一般,,,コーズイ,コウズイ,漢,洪水,コウズイ,12155
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,特別,特別,トクベツ,形状詞-一般,,,トクベツ,トクベツ,漢,特別,トクベツ,26335
,I,警報,警報,ケイホウ,名詞-普通名詞-一般,,,ケーホー,ケイホウ,漢,警報,ケイホウ,11048
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,高潮,高潮,タカシオ,名詞-普通名詞-一般,,,タカシオ,タカシオ,和,高潮,タカシオ,59188
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,共同,共同,キョウドウ,名詞-普通名詞-サ変可能,,,キョードー,キョウドウ,漢,共同,キョウドウ,9303
,I,予報,予報,ヨホウ,名詞-普通名詞-サ変可能,,,ヨホー,ヨホウ,漢,予報,ヨホウ,39450
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,警報,警報,ケイホウ,名詞-普通名詞-一般,,,ケーホー,ケイホウ,漢,警報,ケイホウ,11048
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,新た,新た,アラタ,形状詞-一般,,,アラタ,アラタ,和,新た,アラタ,1141
,I,に,だ,ダ,助動詞,助動詞-ダ,連用形-ニ,ニ,ニ,和,だ,ダ,22916
,I,実施,実施,ジッシ,名詞-普通名詞-サ変可能,,,ジッシ,ジッシ,漢,実施,ジッシ,17940
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,制度,制度,セイド,名詞-普通名詞-一般,,,セード,セイド,漢,制度,セイド,19939
,I,改正,改正,カイセイ,名詞-普通名詞-サ変可能,,,カイセー,カイセイ,漢,改正,カイセイ,5781
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,行い,行う,オコナウ,動詞-一般,五段-ワア行,連用形-一般,オコナイ,オコナイ,和,行う,オコナウ,4875
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,首都,首都,シュト,名詞-普通名詞-一般,,,シュト,シュト,漢,首都,シュト,16417
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,危機,危機,キキ,名詞-普通名詞-一般,,,キキ,キキ,漢,危機,キキ,8347
,I,管理,管理,カンリ,名詞-普通名詞-サ変可能,,,カンリ,カンリ,漢,管理,カンリ,7847
,I,機能,機能,キノウ,名詞-普通名詞-サ変可能,,,キノー,キノウ,漢,機能,キノウ,8759
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,バックアップ,バックアップ-backup,バックアップ,名詞-普通名詞-サ変可能,,,バックアップ,バックアップ,外,バックアップ,バックアップ,30669
,I,体制,体制,タイセイ,名詞-普通名詞-一般,,,タイセー,タイセイ,漢,体制,タイセイ,21825
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,構築,構築,コウチク,名詞-普通名詞-サ変可能,,,コーチク,コウチク,漢,構築,コウチク,12228
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,首都,首都,シュト,名詞-普通名詞-一般,,,シュト,シュト,漢,首都,シュト,16417
,I,機能,機能,キノウ,名詞-普通名詞-サ変可能,,,キノー,キノウ,漢,機能,キノウ,8759
,I,分散,分散,ブンサン,名詞-普通名詞-サ変可能,,,ブンサン,ブンサン,漢,分散,ブンサン,33587
,I,及び,及び,オヨビ,接続詞,,,オヨビ,オヨビ,和,及び,オヨビ,5315
,I,多極,多極,タキョク,名詞-普通名詞-一般,,,タキョク,タキョク,漢,多極,タキョク,59241
,I,分散,分散,ブンサン,名詞-普通名詞-サ変可能,,,ブンサン,ブンサン,漢,分散,ブンサン,33587
,I,型,型,ガタ,接尾辞-名詞的-一般,,,ガタ,ガタ,和,型,ガタ,8072
,I,経済,経済,ケイザイ,名詞-普通名詞-一般,,,ケーザイ,ケイザイ,漢,経済,ケイザイ,10945
,I,圏,圏,ケン,接尾辞-名詞的-一般,,,ケン,ケン,漢,圏,ケン,11251
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,形成,形成,ケイセイ,名詞-普通名詞-サ変可能,,,ケーセー,ケイセイ,漢,形成,ケイセイ,10988
,I,する,為る,スル,動詞-非自立可能,サ行変格,連体形-一般,スル,スル,和,する,スル,19537
,I,観点,観点,カンテン,名詞-普通名詞-一般,,,カンテン,カンテン,漢,観点,カンテン,7733
,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,首都,首都,シュト,名詞-普通名詞-一般,,,シュト,シュト,漢,首都,シュト,16417
,I,及び,及び,オヨビ,接続詞,,,オヨビ,オヨビ,和,及び,オヨビ,5315
,I,副,副,フク,接頭辞,,,フク,フク,漢,副,フク,32590
,I,首都,首都,シュト,名詞-普通名詞-一般,,,シュト,シュト,漢,首都,シュト,16417
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,責務,責務,セキム,名詞-普通名詞-一般,,,セキム,セキム,漢,責務,セキム,20115
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,機能,機能,キノウ,名詞-普通名詞-サ変可能,,,キノー,キノウ,漢,機能,キノウ,8759
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,関する,関する,カンスル,動詞-一般,サ行変格,連体形-一般,カンスル,カンスル,混,関する,カンスル,7663
,I,検討,検討,ケントウ,名詞-普通名詞-サ変可能,,,ケントー,ケントウ,漢,検討,ケントウ,11403
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,急ぎ,急ぐ,イソグ,動詞-一般,五段-ガ行,連用形-一般,イソギ,イソギ,和,急ぐ,イソグ,1979
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,「,「,,補助記号-括弧開,,,,,記号,「,,33
,I,福島,フクシマ,フクシマ,名詞-固有名詞-地名-一般,,,フクシマ,フクシマ,固,福島,フクシマ,32628
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,復興,復興,フッコウ,名詞-普通名詞-サ変可能,,,フッコー,フッコウ,漢,復興,フッコウ,32907
,I,なく,無い,ナイ,形容詞-非自立可能,形容詞,連用形-一般,ナク,ナク,和,ない,ナイ,27442
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,東北,東北,トウホク,名詞-普通名詞-一般,,,トーホク,トウホク,漢,東北,トウホク,26135
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,復興,復興,フッコウ,名詞-普通名詞-サ変可能,,,フッコー,フッコウ,漢,復興,フッコウ,32907
,I,なし,無し,ナシ,名詞-普通名詞-一般,,,ナシ,ナシ,和,なし,ナシ,27823
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,東北,東北,トウホク,名詞-普通名詞-一般,,,トーホク,トウホク,漢,東北,トウホク,26135
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,復興,復興,フッコウ,名詞-普通名詞-サ変可能,,,フッコー,フッコウ,漢,復興,フッコウ,32907
,I,なく,無い,ナイ,形容詞-非自立可能,形容詞,連用形-一般,ナク,ナク,和,ない,ナイ,27442
,I,し,為る,スル,動詞-非自立可能,サ行変格,連用形-一般,シ,シ,和,する,スル,19537
,I,て,て,テ,助詞-接続助詞,,,テ,テ,和,て,テ,24874
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,日本,日本,ニッポン,名詞-固有名詞-地名-国,,,ニッポン,ニッポン,固,日本,ニッポン,28455
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,再生,再生,サイセイ,名詞-普通名詞-サ変可能,,,サイセー,サイセイ,漢,再生,サイセイ,13748
,I,なし,無し,ナシ,名詞-普通名詞-一般,,,ナシ,ナシ,和,なし,ナシ,27823
,I,」,」,,補助記号-括弧閉,,,,,記号,」,,34
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,被災,被災,ヒサイ,名詞-普通名詞-サ変可能,,,ヒサイ,ヒサイ,漢,被災,ヒサイ,31308
,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ,15852
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,生活,生活,セイカツ,名詞-普通名詞-サ変可能,,,セーカツ,セイカツ,漢,生活,セイカツ,19728
,I,や,や,ヤ,助詞-副助詞,,,ヤ,ヤ,和,や,ヤ,38083
,I,産業,産業,サンギョウ,名詞-普通名詞-一般,,,サンギョー,サンギョウ,漢,産業,サンギョウ,14544
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,生業,生業,セイギョウ,名詞-普通名詞-一般,,,セーギョー,セイギョウ,漢,生業,セイギョウ,57464
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,再建,再建,サイケン,名詞-普通名詞-サ変可能,,,サイケン,サイケン,漢,再建,サイケン,13693
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,福島,フクシマ,フクシマ,名詞-固有名詞-地名-一般,,,フクシマ,フクシマ,固,福島,フクシマ,32628
,I,イノベーション,イノベーション-innovation,イノベーション,名詞-普通名詞-一般,,,イノベーション,イノベーション,外,イノベーション,イノベーション,2406
,I,・,・,,補助記号-一般,,,,・,記号,・,,44
,I,コースト,コースト-coast,コースト,名詞-普通名詞-一般,,,コースト,コースト,外,コースト,コースト,93208
,I,構想,構想,コウソウ,名詞-普通名詞-サ変可能,,,コーソー,コウソウ,漢,構想,コウソウ,12188
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,推進,推進,スイシン,名詞-普通名詞-サ変可能,,,スイシン,スイシン,漢,推進,スイシン,18917
,I,等,等,トウ,接尾辞-名詞的-一般,,,トー,トウ,漢,等,トウ,25875
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,取組,取り組み,トリクミ,名詞-普通名詞-一般,,,トリクミ,トリクミ,和,取組,トリクミ,26779
,I,ます,ます,マス,助動詞,助動詞-マス,終止形-一般,マス,マス,和,ます,マス,35697
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,B,　,　,,空白,,,,,記号,　,,23
,I,能登,ノト,ノト,名詞-固有名詞-地名-一般,,,ノト,ノト,固,能登,ノト,85381
,I,半島,半島,ハントウ,名詞-普通名詞-一般,,,ハントー,ハントウ,漢,半島,ハントウ,30414
,I,地震,地震,ジシン,名詞-普通名詞-一般,,,ジシン,ジシン,漢,地震,ジシン,17857
,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
,I,もう,もう,モウ,副詞,,,モー,モウ,和,もう,モウ,37569
,I,すぐ,直ぐ,スグ,副詞,,,スグ,スグ,和,すぐ,スグ,19134
,I,２,二,ニ,名詞-数詞,,,ニ,ニ,漢,２,ニ,28181
,I,年,年,ネン,名詞-普通名詞-助数詞可能,,,ネン,ネン,漢,年,ネン,28927
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,そして,そして,ソシテ,接続詞,,,ソシテ,ソシテ,和,そして,ソシテ,21297
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,復興,復興,フッコウ,名詞-普通名詞-サ変可能,,,フッコー,フッコウ,漢,復興,フッコウ,32907
,I,中,中,チュウ,接尾辞-名詞的-副詞可能,,,チュー,チュウ,漢,中,チュウ,23742
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,奥,奥,オク,名詞-普通名詞-一般,,,オク,オク,和,奥,オク,4809
,I,能登,ノト,ノト,名詞-固有名詞-地名-一般,,,ノト,ノト,固,能登,ノト,85381
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,襲っ,襲う,オソウ,動詞-一般,五段-ワア行,連用形-促音便,オソッ,オソッ,和,襲う,オソウ,4980
,I,た,た,タ,助動詞,助動詞-タ,連体形-一般,タ,タ,和,た,タ,21642
,I,豪雨,豪雨,ゴウウ,名詞-普通名詞-一般,,,ゴーウ,ゴウウ,漢,豪雨,ゴウウ,13352
,I,から,から,カラ,助詞-格助詞,,,カラ,カラ,和,から,カラ,7219
,I,１,一,イチ,名詞-数詞,,,イチ,イチ,漢,１,イチ,2050
,I,年,年,ネン,名詞-普通名詞-助数詞可能,,,ネン,ネン,漢,年,ネン,28927
,I,が,が,ガ,助詞-格助詞,,,ガ,ガ,和,が,ガ,7889
,I,経ち,経つ,タツ,動詞-一般,五段-タ行,連用形-一般,タチ,タチ,和,経つ,タツ,22437
,I,まし,ます,マス,助動詞,助動詞-マス,連用形-一般,マシ,マシ,和,ます,マス,35697
,I,た,た,タ,助動詞,助動詞-タ,終止形-一般,タ,タ,和,た,タ,21642
,I,。,。,,補助記号-句点,,,,,記号,。,,25
,I,能登,ノト,ノト,名詞-固有名詞-地名-一般,,,ノト,ノト,固,能登,ノト,85381
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,にぎわい,賑わい,ニギワイ,名詞-普通名詞-一般,,,ニギワイ,ニギワイ,和,にぎわい,ニギワイ,28226
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,笑顔,笑顔,エガオ,名詞-普通名詞-一般,,,エガオ,エガオ,和,笑顔,エガオ,3741
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,１,一,イチ,名詞-数詞,,,イチ,イチ,漢,１,イチ,2050
,I,日,日,ニチ,名詞-普通名詞-助数詞可能,,,ニチ,ニチ,漢,日,ニチ,28375
,I,も,も,モ,助詞-係助詞,,,モ,モ,和,も,モ,37562
,I,早く,早い,ハヤイ,形容詞-一般,形容詞,連用形-一般,ハヤク,ハヤク,和,早い,ハヤイ,30135
,I,取り戻す,取り戻す,トリモドス,動詞-一般,五段-サ行,連体形-一般,トリモドス,トリモドス,和,取り戻す,トリモドス,26842
,I,ため,為,タメ,名詞-普通名詞-副詞可能,,,タメ,タメ,和,ため,タメ,22686
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,インフラ,インフラ-infrastructure,インフラ,名詞-普通名詞-一般,,,インフラ,インフラ,外,インフラ,インフラ,120768
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,復旧,復旧,フッキュウ,名詞-普通名詞-サ変可能,,,フッキュー,フッキュウ,漢,復旧,フッキュウ,32899
,I,を,を,ヲ,助詞-格助詞,,,オ,ヲ,和,を,ヲ,41407
,I,急ぐ,急ぐ,イソグ,動詞-一般,五段-ガ行,終止形-一般,イソグ,イソグ,和,急ぐ,イソグ,1979
,I,と,と,ト,助詞-格助詞,,,ト,ト,和,と,ト,25826
,I,とも,共,トモ,名詞-普通名詞-一般,,,トモ,トモ,和,とも,トモ,26643
,I,に,に,ニ,助詞-格助詞,,,ニ,ニ,和,に,ニ,28178
,I,、,、,,補助記号-読点,,,,,記号,、,,24
,I,被災,被災,ヒサイ,名詞-普通名詞-サ変可能,,,ヒサイ,ヒサイ,漢,被災,ヒサイ,31308
,I,者,者,シャ,接尾辞-名詞的-一般,,,シャ,シャ,漢,者,シャ,15852
,I,の,の,ノ,助詞-格助詞,,,ノ,ノ,和,の,ノ,28989
,I,皆,皆,ミナ,名詞-普通名詞-副詞可能,,,ミナ,ミナ,和,皆,ミナ,36678
,I,様,様,サマ,接尾辞-名詞的-一般,,,サマ,サマ,和,様,サマ,14374
